id,invoiceNumber,date,amount,paymentMethod
20260101000000010270,XC58076805,2026-01-01T12:52:16,149,"掃碼-LINE Pay"
20260101000000009374,XC58076804,2026-01-01T12:32:47,279,"現金交易"
20260101000000008437,XC58076803,2026-01-01T12:10:23,249,"電子票證-悠遊卡-小額"
20260101000000008312,XC58076802,2026-01-01T12:07:40,358,"電子票證-悠遊卡-小額"
20260101000000007857,XC58076801,2026-01-01T11:57:26,558,"掃碼-LINE Pay"
20260101000000007715,XC58076800,2026-01-01T11:54:11,893,"一般信用卡"
20251231000000023288,VE19637192,2025-12-31T19:06:44,585,"現金交易"
20251231000000018976,VE19637191,2025-12-31T17:29:56,298,"掃碼-LINE Pay"
20251231000000016082,VE19637190,2025-12-31T16:17:06,962,"一般信用卡"
20251231000000015705,VE19637189,2025-12-31T16:06:48,1434,"一般信用卡"
20251231000000011561,VE19637188,2025-12-31T14:21:26,149,"電子票證-悠遊卡-小額"
20251231000000011536,VE19637187,2025-12-31T14:20:54,149,"電子票證-悠遊卡-小額"
20251231000000011510,VE19637186,2025-12-31T14:20:23,149,"電子票證-悠遊卡-小額"
20251231000000011496,VE19637185,2025-12-31T14:19:56,149,"電子票證-悠遊卡-小額"
20251231000000011479,VE19637184,2025-12-31T14:19:28,149,"電子票證-悠遊卡-小額"
20251231000000011452,VE19637183,2025-12-31T14:18:47,149,"電子票證-悠遊卡-小額"
20251231000000010776,VE19637182,2025-12-31T14:01:34,298,"電子票證-悠遊卡-小額"
20251231000000010750,VE19637181,2025-12-31T14:00:56,149,"電子票證-悠遊卡-小額"
20251231000000010722,VE19637180,2025-12-31T14:00:21,149,"電子票證-悠遊卡-小額"
20251231000000010708,VE19637179,2025-12-31T13:59:53,149,"電子票證-悠遊卡-小額"
20251231000000010687,VE19637178,2025-12-31T13:59:23,149,"電子票證-悠遊卡-小額"
20251231000000010577,VE19637177,2025-12-31T13:56:50,149,"電子票證-悠遊卡-小額"
20251231000000010519,VE19637176,2025-12-31T13:55:40,149,"電子票證-悠遊卡-小額"
20251231000000010507,VE19637175,2025-12-31T13:55:10,149,"電子票證-悠遊卡-小額"
20251231000000010482,VE19637174,2025-12-31T13:54:40,149,"電子票證-悠遊卡-小額"
20251231000000008805,VE19637173,2025-12-31T13:09:58,298,"電子票證-悠遊卡-小額"
20251231000000008445,VE19637172,2025-12-31T13:00:09,149,"電子票證-悠遊卡-小額"
20251231000000008426,VE19637171,2025-12-31T12:59:36,149,"電子票證-悠遊卡-小額"
20251231000000006808,VE19637170,2025-12-31T12:15:28,1032,"現金交易"
20251231000000004847,VE19637169,2025-12-31T11:18:19,573,"一般信用卡"
20251230000000014904,VE19637168,2025-12-30T16:29:11,430,"一般信用卡"
20251230000000014595,VE19637167,2025-12-30T16:19:35,498,"一般信用卡"
20251230000000014154,VE19637166,2025-12-30T16:04:58,298,"一般信用卡"
20251230000000013373,VE19637165,2025-12-30T15:40:30,510,"現金交易"
20251230000000012879,VE19637164,2025-12-30T15:25:57,249,"現金交易"
20251230000000012337,VE19637163,2025-12-30T15:09:30,149,"現金交易"
20251230000000011271,VE19637162,2025-12-30T14:35:33,249,"現金交易"
20251230000000010082,VE19637161,2025-12-30T13:55:39,1,"現金交易"
20251230000000008447,VE19637160,2025-12-30T13:07:32,430,"一般信用卡"
20251230000000008290,VE19637159,2025-12-30T13:02:54,670,"一般信用卡"
20251230000000003874,VE19637158,2025-12-30T10:54:41,670,"現金交易"
20251228000000022760,VE19637157,2025-12-28T17:34:36,670,"現金交易"
20251228000000022358,VE19637156,2025-12-28T17:26:58,430,"現金交易"
20251228000000018632,VE19637155,2025-12-28T16:13:21,279,"一般信用卡"
20251228000000017353,VE19637154,2025-12-28T15:49:00,498,"現金交易"
20251228000000016947,VE19637153,2025-12-28T15:40:51,179,"現金交易"
20251228000000016252,VE19637152,2025-12-28T15:26:10,670,"一般信用卡"
20251228000000016198,VE19637151,2025-12-28T15:25:33,179,"現金交易"
20251228000000016163,VE19637150,2025-12-28T15:24:52,179,"現金交易"
20251228000000015968,VE19637149,2025-12-28T15:21:01,279,"一般信用卡"
20251228000000014904,VE19637148,2025-12-28T14:58:13,149,"掃碼-LINE Pay"
20251228000000014673,VE19637147,2025-12-28T14:53:24,298,"一般信用卡"
20251228000000013657,VE19637146,2025-12-28T14:32:34,179,"一般信用卡"
20251228000000011766,VE19637145,2025-12-28T13:51:07,670,"現金交易"
20251228000000011267,VE19637144,2025-12-28T13:40:07,298,"現金交易"
20251228000000011106,VE19637143,2025-12-28T13:37:12,279,"一般信用卡"
20251228000000009747,VE19637142,2025-12-28T13:08:32,179,"掃碼-LINE Pay"
20251228000000007792,VE19637141,2025-12-28T12:27:04,670,"掃碼-LINE Pay"
20251228000000005812,VE19637140,2025-12-28T11:40:03,149,"掃碼-LINE Pay"
20251227000000022046,VE19637139,2025-12-27T16:56:40,249,"掃碼-街口支付"
20251227000000021576,VE19637138,2025-12-27T16:45:12,498,"現金交易"
20251227000000021375,VE19637137,2025-12-27T16:40:05,149,"電子票證-悠遊卡-小額"
20251227000000020336,VE19637136,2025-12-27T16:16:21,149,"一般信用卡"
20251227000000019159,VE19637135,2025-12-27T15:48:57,298,"現金交易"
20251227000000016934,VE19637134,2025-12-27T14:59:37,149,"一般信用卡"
20251227000000016358,VE19637133,2025-12-27T14:45:34,430,"一般信用卡"
20251227000000016289,VE19637132,2025-12-27T14:43:25,179,"一般信用卡"
20251227000000015072,VE19637131,2025-12-27T14:15:00,430,"一般信用卡"
20251227000000014743,VE19637130,2025-12-27T14:06:38,498,"一般信用卡"
20251227000000014318,VE19637129,2025-12-27T13:57:17,1032,"一般信用卡"
20251227000000009757,VE19637128,2025-12-27T12:24:05,298,"一般信用卡"
20251227000000009458,VE19637127,2025-12-27T12:17:51,670,"電子票證-悠遊卡-小額"
20251227000000007832,VE19637126,2025-12-27T11:44:14,298,"掃碼-LINE Pay"
20251227000000007095,VE19637125,2025-12-27T11:28:32,558,"現金交易"
20251227000000005717,VE19637124,2025-12-27T10:54:08,149,"電子票證-悠遊卡-小額"
20251227000000004466,VE19637123,2025-12-27T10:19:11,298,"現金交易"
20251226000000014869,VE19637122,2025-12-26T15:55:02,358,"一般信用卡"
20251226000000014350,VE19637121,2025-12-26T15:41:40,498,"一般信用卡"
20251226000000013826,VE19637120,2025-12-26T15:28:14,498,"掃碼-LINE Pay"
20251226000000013766,VE19637119,2025-12-26T15:26:48,498,"一般信用卡"
20251226000000012152,VE19637118,2025-12-26T14:42:34,149,"一般信用卡"
20251226000000011961,VE19637117,2025-12-26T14:36:15,149,"現金交易"
20251226000000011939,VE19637116,2025-12-26T14:35:49,298,"現金交易"
20251226000000011059,VE19637115,2025-12-26T14:10:38,298,"現金交易"
20251226000000010875,VE19637114,2025-12-26T14:05:43,358,"一般信用卡"
20251226000000009732,VE19637113,2025-12-26T13:31:47,279,"現金交易"
20251226000000009596,VE19637112,2025-12-26T13:28:02,298,"現金交易"
20251226000000008327,VE19637111,2025-12-26T12:52:03,179,"電子票證-悠遊卡-小額"
20251226000000005675,VE19637110,2025-12-26T11:39:41,558,"現金交易"
20251226000000004782,VE19637109,2025-12-26T11:13:57,179,"現金交易"
20251226000000004765,VE19637108,2025-12-26T11:13:27,179,"現金交易"
20251225000000019893,VE19637107,2025-12-25T16:50:16,498,"現金交易"
20251225000000018996,VE19637106,2025-12-25T16:26:50,510,"一般信用卡"
20251225000000018899,VE19637105,2025-12-25T16:24:22,298,"掃碼-LINE Pay"
20251225000000016985,VE19637104,2025-12-25T15:34:06,298,"掃碼-LINE Pay"
20251225000000016407,VE19637103,2025-12-25T15:20:34,498,"一般信用卡"
20251225000000015882,VE19637102,2025-12-25T15:08:30,498,"一般信用卡"
20251225000000015804,VE19637101,2025-12-25T15:06:10,70,"掃碼-LINE Pay"
20251225000000015619,VE19637100,2025-12-25T15:01:22,179,"一般信用卡"
20251225000000014755,VE19637099,2025-12-25T14:38:39,892,"掃碼-LINE Pay"
20251225000000014577,VE19637098,2025-12-25T14:33:24,430,"掃碼-LINE Pay"
20251225000000013688,VE19637097,2025-12-25T14:11:38,752,"一般信用卡"
20251225000000013523,VE19637096,2025-12-25T14:07:23,498,"掃碼-LINE Pay"
20251225000000012540,VE19637095,2025-12-25T13:44:19,249,"掃碼-LINE Pay"
20251225000000011552,VE19637094,2025-12-25T13:22:16,149,"一般信用卡"
20251225000000010881,VE19637093,2025-12-25T13:07:07,498,"掃碼-LINE Pay"
20251225000000010156,VE19637092,2025-12-25T12:51:09,430,"一般信用卡"
20251225000000008618,VE19637091,2025-12-25T12:17:29,430,"一般信用卡"
20251225000000008577,VE19637090,2025-12-25T12:16:29,100,"一般信用卡"
20251225000000008176,VE19637089,2025-12-25T12:07:42,1529,"一般信用卡"
20251225000000006709,VE19637088,2025-12-25T11:34:38,590,"掃碼-LINE Pay"
20251224000000011589,VE19637087,2025-12-24T14:45:27,430,"掃碼-街口支付"
20251224000000011187,VE19637086,2025-12-24T14:32:04,430,"現金交易"
20251224000000010940,VE19637085,2025-12-24T14:23:43,430,"掃碼-街口支付"
20251224000000010658,VE19637084,2025-12-24T14:15:51,430,"現金交易"
20251224000000009690,VE19637083,2025-12-24T13:44:20,430,"現金交易"
20251224000000005820,VE19637082,2025-12-24T11:54:16,358,"一般信用卡"
20251224000000005348,VE19637081,2025-12-24T11:40:40,179,"一般信用卡"
20251223000000014592,VE19637080,2025-12-23T16:24:30,149,"電子票證-悠遊卡-小額"
20251223000000014576,VE19637079,2025-12-23T16:24:01,149,"電子票證-悠遊卡-小額"
20251223000000014114,VE19637078,2025-12-23T16:09:04,298,"現金交易"
20251223000000013510,VE19637077,2025-12-23T15:48:33,298,"現金交易"
20251223000000012371,VE19637076,2025-12-23T15:15:30,149,"現金交易"
20251223000000012350,VE19637075,2025-12-23T15:14:55,149,"現金交易"
20251223000000011216,VE19637074,2025-12-23T14:37:12,298,"電子票證-悠遊卡-小額"
20251223000000011195,VE19637073,2025-12-23T14:36:33,298,"一般信用卡"
20251223000000010894,VE19637072,2025-12-23T14:27:09,149,"現金交易"
20251223000000009361,VE19637071,2025-12-23T13:37:33,298,"電子票證-悠遊卡-小額"
20251223000000009319,VE19637070,2025-12-23T13:36:25,298,"一般信用卡"
20251223000000008622,VE19637069,2025-12-23T13:16:36,149,"現金交易"
20251223000000008413,VE19637068,2025-12-23T13:09:45,298,"現金交易"
20251223000000008299,VE19637067,2025-12-23T13:06:23,298,"電子票證-悠遊卡-小額"
20251223000000006815,VE19637066,2025-12-23T12:22:45,149,"一般信用卡"
20251223000000006705,VE19637065,2025-12-23T12:19:10,149,"一般信用卡"
20251221000000017782,VE19637064,2025-12-21T15:41:50,298,"掃碼-LINE Pay"
20251221000000016358,VE19637063,2025-12-21T15:14:36,358,"一般信用卡"
20251221000000016228,VE19637062,2025-12-21T15:11:22,249,"掃碼-LINE Pay"
20251221000000015905,VE19637061,2025-12-21T15:06:55,447,"一般信用卡"
20251221000000015716,VE19637060,2025-12-21T15:03:49,896,"掃碼-LINE Pay"
20251221000000015076,VE19637059,2025-12-21T14:51:34,498,"一般信用卡"
20251221000000014875,VE19637058,2025-12-21T14:47:08,558,"一般信用卡"
20251221000000014738,VE19637057,2025-12-21T14:44:11,279,"電子票證-悠遊卡-小額"
20251221000000012892,VE19637056,2025-12-21T14:07:58,498,"掃碼-LINE Pay"
20251221000000008928,VE19637055,2025-12-21T12:46:38,149,"一般信用卡"
20251221000000008816,VE19637054,2025-12-21T12:44:11,179,"一般信用卡"
20251221000000006980,VE19637053,2025-12-21T12:02:18,895,"一般信用卡"
20251221000000006524,VE19637052,2025-12-21T11:52:41,179,"一般信用卡"
20251221000000006419,VE19637051,2025-12-21T11:50:37,179,"一般信用卡"
20251221000000005698,VE19637050,2025-12-21T11:31:57,179,"電子票證-悠遊卡-小額"
20251221000000004119,VE19637049,2025-12-21T10:44:47,962,"掃碼-LINE Pay"
20251221000000003818,VE19637048,2025-12-21T10:34:30,298,"一般信用卡"
20251221000000003676,VE19637047,2025-12-21T10:29:06,609,"一般信用卡"
20251220000000022239,VE19637046,2025-12-20T16:28:28,149,"電子票證-悠遊卡-小額"
20251220000000022185,VE19637045,2025-12-20T16:27:31,430,"一般信用卡"
20251220000000022008,VE19637044,2025-12-20T16:23:45,888,"掃碼-LINE Pay"
20251220000000021683,VE19637043,2025-12-20T16:16:18,430,"掃碼-LINE Pay"
20251220000000021388,VE19637042,2025-12-20T16:09:57,430,"掃碼-LINE Pay"
20251220000000020696,VE19637041,2025-12-20T15:55:07,279,"一般信用卡"
20251220000000019734,VE19637040,2025-12-20T15:33:05,298,"現金交易"
20251220000000019639,VE19637039,2025-12-20T15:30:58,2119,"掃碼-LINE Pay"
20251220000000015475,VE19637038,2025-12-20T14:02:00,298,"一般信用卡"
20251220000000015231,VE19637037,2025-12-20T13:57:10,249,"電子票證-一卡通-小額"
20251220000000015146,VE19637036,2025-12-20T13:55:39,298,"一般信用卡"
20251220000000014838,VE19637035,2025-12-20T13:49:32,298,"現金交易"
20251220000000012419,VE19637034,2025-12-20T13:05:31,298,"現金交易"
20251220000000010752,VE19637033,2025-12-20T12:34:01,358,"一般信用卡"
20251220000000010264,VE19637031,2025-12-20T12:27:05,149,"現金交易"
20251220000000009064,VE19637030,2025-12-20T12:05:43,1043,"一般信用卡"
20251220000000006321,VE19637029,2025-12-20T11:09:06,558,"電子票證-悠遊卡-小額"
20251220000000005755,VE19637028,2025-12-20T10:54:16,358,"電子票證-悠遊卡-小額"
20251219000000015770,VE19637027,2025-12-19T16:06:39,498,"一般信用卡"
20251219000000014836,VE19637026,2025-12-19T15:39:31,298,"一般信用卡"
20251219000000013632,VE19637025,2025-12-19T15:10:50,358,"現金交易"
20251219000000013290,VE19637024,2025-12-19T15:02:09,430,"現金交易"
20251219000000012807,VE19637023,2025-12-19T14:48:54,149,"電子票證-悠遊卡-小額"
20251219000000012791,VE19637022,2025-12-19T14:48:26,149,"電子票證-悠遊卡-小額"
20251219000000010988,VE19637021,2025-12-19T13:56:33,149,"一般信用卡"
20251219000000010749,VE19637020,2025-12-19T13:50:38,179,"電子票證-悠遊卡-小額"
20251219000000010219,VE19637019,2025-12-19T13:36:25,298,"一般信用卡"
20251219000000009999,VE19637018,2025-12-19T13:29:17,179,"現金交易"
20251219000000009979,VE19637017,2025-12-19T13:28:46,179,"電子票證-悠遊卡-小額"
20251219000000009960,VE19637016,2025-12-19T13:28:13,179,"電子票證-悠遊卡-小額"
20251219000000009588,VE19637015,2025-12-19T13:18:45,179,"電子票證-悠遊卡-小額"
20251219000000009570,VE19637014,2025-12-19T13:18:14,358,"電子票證-悠遊卡-小額"
20251219000000009033,VE19637013,2025-12-19T13:03:37,149,"電子票證-悠遊卡-小額"
20251219000000007735,VE19637012,2025-12-19T12:29:21,149,"現金交易"
20251219000000004377,VE19637011,2025-12-19T10:56:38,298,"電子票證-悠遊卡-小額"
20251218000000011477,VE19637010,2025-12-18T15:00:39,179,"電子票證-悠遊卡-小額"
20251218000000010950,VE19637009,2025-12-18T14:42:43,298,"掃碼-全支付"
20251218000000009273,VE19637008,2025-12-18T13:45:55,916,"現金交易"
20251218000000009221,VE19637007,2025-12-18T13:44:14,609,"掃碼-LINE Pay"
20251218000000007702,VE19637006,2025-12-18T12:54:50,1194,"一般信用卡"
20251218000000007422,VE19637005,2025-12-18T12:46:35,179,"掃碼-LINE Pay"
20251218000000007403,VE19637004,2025-12-18T12:45:59,179,"電子票證-悠遊卡-小額"
20251218000000007384,VE19637003,2025-12-18T12:45:29,179,"電子票證-悠遊卡-小額"
20251218000000007366,VE19637002,2025-12-18T12:44:58,179,"電子票證-悠遊卡-小額"
20251218000000006689,VE19637001,2025-12-18T12:25:39,149,"掃碼-LINE Pay"
20251218000000006667,VE19637000,2025-12-18T12:24:56,149,"電子票證-悠遊卡-小額"
20251218000000006643,VE19636999,2025-12-18T12:24:26,149,"電子票證-悠遊卡-小額"
20251218000000005853,VE19636998,2025-12-18T11:59:59,430,"掃碼-iPass MONEY"
20251218000000004753,VE19636997,2025-12-18T11:22:36,430,"一般信用卡"
20251217000000013519,VE19636996,2025-12-17T16:13:41,430,"一般信用卡"
20251217000000013078,VE19636995,2025-12-17T15:58:05,149,"一般信用卡"
20251217000000012605,VE19636994,2025-12-17T15:42:30,149,"一般信用卡"
20251217000000012511,VE19636993,2025-12-17T15:39:27,358,"現金交易"
20251217000000012251,VE19636992,2025-12-17T15:29:26,358,"電子票證-悠遊卡-小額"
20251217000000011681,VE19636991,2025-12-17T15:09:00,498,"一般信用卡"
20251217000000011114,VE19636990,2025-12-17T14:48:51,149,"現金交易"
20251217000000011219,VE19636989,2025-12-17T13:53:03,149,"現金交易"
20251217000000009427,,2025-12-17T13:49:49,149,"現金交易"
20251217000000009195,VE19636988,2025-12-17T13:40:36,298,"現金交易"
20251217000000008433,VE19636987,2025-12-17T13:13:48,249,"一般信用卡"
20251217000000006548,VE19636986,2025-12-17T12:16:16,892,"掃碼-街口支付"
20251217000000006524,VE19636985,2025-12-17T11:27:18,458,"掃碼-LINE Pay"
20251216000000013046,VE19636984,2025-12-16T16:03:33,298,"電子票證-悠遊卡-小額"
20251216000000012680,VE19636983,2025-12-16T15:50:49,430,"一般信用卡"
20251216000000011684,VE19636982,2025-12-16T15:17:54,430,"一般信用卡"
20251216000000009392,VE19636981,2025-12-16T13:56:42,298,"電子票證-悠遊卡-小額"
20251216000000009158,VE19636980,2025-12-16T13:48:38,430,"掃碼-LINE Pay"
20251216000000009044,VE19636979,2025-12-16T13:44:26,298,"電子票證-悠遊卡-小額"
20251216000000008776,VE19636978,2025-12-16T13:36:07,358,"現金交易"
20251216000000007970,VE19636977,2025-12-16T13:06:31,149,"電子票證-悠遊卡-小額"
20251216000000007946,VE19636976,2025-12-16T13:05:32,149,"電子票證-悠遊卡-小額"
20251216000000007601,VE19636975,2025-12-16T12:54:29,179,"電子票證-悠遊卡-小額"
20251216000000006982,VE19636974,2025-12-16T12:33:59,298,"現金交易"
20251216000000003779,VE19636973,2025-12-16T10:49:01,298,"現金交易"
20251216000000003761,VE19636972,2025-12-16T10:48:24,298,"現金交易"
20251214000000022002,VE19636971,2025-12-14T17:15:44,398,"一般信用卡"
20251214000000020628,VE19636970,2025-12-14T16:47:07,149,"一般信用卡"
20251214000000019631,VE19636969,2025-12-14T16:27:15,447,"掃碼-LINE Pay"
20251214000000019558,VE19636968,2025-12-14T16:25:59,447,"掃碼-LINE Pay"
20251214000000019465,VE19636967,2025-12-14T16:24:11,747,"一般信用卡"
20251214000000019295,VE19636966,2025-12-14T16:20:47,398,"一般信用卡"
20251214000000014323,VE19636965,2025-12-14T14:40:43,298,"一般信用卡"
20251214000000014058,VE19636964,2025-12-14T14:35:19,447,"一般信用卡"
